챕터,한자,음,음독,훈독
42,鯨, 경,げい,くじら
42,鶏, 계,けい,にわとり
42,麻, 마,ま,あさ
42,麗, 려,れい,うるわしい
42,黙, 묵,もく,だまる
42,駐, 주,ちゅう,とどまる·とどめる
42,騰, 등,とう,あがる
42,騎, 기,き,훈독없음
42,驚, 경,きょう,おどろく·おどろかす
42,駄, 타,だ·た,훈독없음
42,騒, 소,そう,さわぐ
42,駆, 구,く,かける·かる
43,竜, 룡,りゅう·りょう,たつ
43,髪, 발,はつ,かみ
43,響, 향,きょう,ひびく
43,韻, 운,いん,훈독없음
43,項, 항,こう,うなじ
43,頑, 완,がん,かたくな
43,雅, 아,が,みやびやか
43,離, 리,り,はなれる·はなす
43,雇, 고,こ,やとう
43,震, 진,しん,ふるう·ふるえる
43,需, 수,じゅ,훈독없음
43,霜, 상,そう,しも
43,雰, 분,ふん,훈독없음
43,霧, 무,む,きり
43,雷, 뢰,らい,かみなり·いかずち
43,露, 로,ろ·ろう,つゆ·あらわれる·あらわす
43,零, 령,れい,こぼれる
43,霊, 령,れい·りょう,たま
43,斉, 제,せい,ひとしい
43,閑, 한,かん,훈독없음
44,閥, 벌,ばつ,훈독없음
44,閲, 열,えつ,훈독없음
44,闘, 투,とう,たたかう
44,隷, 례,れい,훈독없음
44,錘, 추,すい,つむ·おもり
44,銃, 총,じゅう,훈독없음
44,錯, 착,さく·そ,まじる
44,鐘, 종,しょう,かね
44,釣, 조,ちょう,つる
44,錠, 정,じょう,훈독없음
44,鉛, 연,えん,なまり
44,鎖, 쇄,さ,くさり·とざす
44,銑, 선,せん,ずく
44,鉢, 발,はち·はつ,훈독없음
44,頻, 빈,ひん,しきり
44,頒, 반,はん,わかつ·わける
44,疾, 질,しつ,やまい·やむ
44,症, 증,しょう,훈독없음
44,癒, 유,ゆ,いえる·いやす
44,疫, 역,えき·やく,훈독없음
45,裸, 라,ら,はだか
45,襟, 금,きん,えり
45,褐, 갈,かつ·かち,훈독없음
45,疎, 소,そ,うとい·うとむ
45,窒, 질,ちつ,훈독없음
45,窯, 요,よう,かま
45,突, 돌,とつ,つく·つつく·づく·つっ
45,窮, 궁,きゅう,きわめる·きわまる
45,窃, 절,せつ,ひそか·ぬすむ
45,玄, 현,げん,くらい·くろい
45,畜, 축,ちく,훈독없음
45,畔, 반,はん,あぜ·くろ·ほとり
45,畝, 무,ほ,せ·うね
45,甲, 갑,こう·かん,きのえ
45,畳, 첩,じょう,たたむ·たたみ
45,罷, 파,ひ,やめる·やむ·まかる
45,罰, 벌,ばつ·ばち,훈독없음
45,羅, 라,ら,훈독없음
45,泰, 태,たい,やすい
45,禍, 화,か,わざわい
46,祉, 지,し,さいわい
46,祥, 상,しょう,훈독없음
46,癖, 벽,へき,くせ
46,痢, 리,り,훈독없음
46,療, 료,りょう,いやす
46,痘, 두,とう,もがさ
46,眺, 조,ちょう,ながめる
46,瞬, 순,しゅん,またたく
46,盾, 순,じゅん,たて
46,睡, 수,すい,ねむる·ねむい
46,眠, 면,みん,ねむる·ねむい
46,盲, 맹,もう,めしい
46,督, 독,とく,훈독없음
46,蓄, 축,ちく,たくわえる
46,薦, 천,せん,すすめる
46,芝, 지,し,しば
46,藻, 조,そう,も
46,葬, 장,そう,ほうむる
46,芋, 우,う,いも
46,薪, 신,しん,たきぎ·まき
47,藩, 번,はん,まがき
47,芳, 방,ほう,かんばしい·よし
47,薄, 박,はく,うすい·うすめる·うすまる·うすらぐ·うすれる·せまる·すすき
47,茂, 무,も,しげる
47,苗, 묘,びょう·みょう,なえ·なわ
47,菌, 균,きん,きのこ
47,菊, 국,きく,훈독없음
47,菓, 과,か,훈독없음
