챕터,한자,음,음독,훈독
42,究, 구,きゅう,きわめる
42,空, 공,くう,そら·から·あく·あける·むなしい·すく
42,率, 솔,そつ·りつ,ひきいる
42,町, 정,ちょう,まち
42,田, 전,でん,た
42,異, 이,い,こと
42,申, 신,しん,もうす·さる
43,番, 번,ばん,つがう·つがい
43,男, 남,だん·なん,おとこ
43,界, 계,かい,さかい
43,画, 화,が·かく·え,えがく·くぎる
43,置, 치,ち,おく
43,罪, 죄,ざい,つみ
43,署, 서,しょ,훈독없음
43,求, 구,きゅう·ぐ,もとめる
43,票, 표,ひょう,훈독없음
43,祝, 축,しゅく·しゅう,いわう
43,祖, 조,そ,훈독없음
43,祭, 제,さい,まつる·まつり
43,神, 신,しん·じん,かみ·かん·こう
43,示, 시,じ·し,しめす
43,病, 병,びょう·へい,やむ·やまい
43,着, 착,ちゃく·じゃく,きる·きせる·つく·つける
43,直, 직,ちょく·じき,ただちに·なおす·なおる
43,眼, 안,がん·げん,まなこ·め
43,省, 성,せい·しょう,かえりみる·はぶく
43,相, 상,そう·しょう,あい·たすける
44,荷, 하,か,に·かなう
44,草, 초,そう,くさ
44,菜, 채,さい,な
44,蒸, 증,じょう,むす·むれる·むらす
44,著, 저,ちょ·ちゃく,あらわす·いちじるしい
44,芸, 예,げい,うえる·わざ
44,英, 영,えい,はなぶさ
44,若, 약,じゃく·にゃく,わかい·もしくは·もし
44,芽, 아,が,め
44,茶, 다,ちゃ·さ,훈독없음
